1001	studied	 
1002	author	 
1003	abstract	    
1004	abstracts	 
1005	results	 
1006	result	 
1007	issues	 
1008	issue	 
1009	article	 
1010	articles	 
1011	research	 
1012	paper	 
1013	papers	 
