id	ul	term	pref	replacement
http://data.loterre.fr/ark:/67375/p66-b1twzgxg-d.0	quality	quality	quality	quality
http://data.loterre.fr/ark:/67375/p66-n6gdmc82-t.0	material entity	material entity	material entity	material_entity
http://data.loterre.fr/ark:/67375/p66-rv949j4g-9.0	process	process	process	process
http://data.loterre.fr/ark:/67375/p66-w1gsdwf6-l.0	phenomenon	phenomenon	phenomenon	phenomenon
http://data.loterre.fr/ark:/67375/p66-w1gsdwf6-l.1	empirical effect	empirical effect	phenomenon	phenomenon
http://data.loterre.fr/ark:/67375/p66-w1gsdwf6-l.2	empirical generalization	empirical generalization	phenomenon	phenomenon
http://data.loterre.fr/ark:/67375/p66-w1gsdwf6-l.3	general empirical observation	general empirical observation	phenomenon	phenomenon
http://data.loterre.fr/ark:/67375/p66-w5k1htkd-q.0	information entity	information entity	information entity	information_entity
http://data.loterre.fr/ark:/67375/p66-w5k1htkd-q.1	information content entity	information content entity	information entity	information_entity
http://data.loterre.fr/ark:/67375/p66-wfxsb9h1-0.0	disposition	disposition	disposition	disposition
http://data.loterre.fr/ark:/67375/p66-wfxsb9h1-0.1	capability	capability	disposition	disposition
http://data.loterre.fr/ark:/67375/p66-wfxsb9h1-0.2	function	function	disposition	disposition
http://data.loterre.fr/ark:/67375/p66-wfxsb9h1-0.3	potentiality	potentiality	disposition	disposition
http://data.loterre.fr/ark:/67375/p66-sjggk67s-6.0	cognitive quality	cognitive quality	cognitive quality	cognitive_quality
http://data.loterre.fr/ark:/67375/p66-dbq2d6hp-t.0	object	object	object	object
http://data.loterre.fr/ark:/67375/p66-v4bbrg7z-g.0	biological material entity	biological material entity	biological material entity	biological_material_entity
http://data.loterre.fr/ark:/67375/p66-v4bbrg7z-g.1	biological entity	biological entity	biological material entity	biological_material_entity
http://data.loterre.fr/ark:/67375/p66-m9g3m45v-3.0	developmental process	developmental process	developmental process	developmental_process
http://data.loterre.fr/ark:/67375/p66-m9g3m45v-3.1	development	development	developmental process	developmental_process
http://data.loterre.fr/ark:/67375/p66-nbzlnbw5-l.0	planned process	planned process	planned process	planned_process
http://data.loterre.fr/ark:/67375/p66-rz2x1nz0-k.0	neurophysiological process	neurophysiological process	neurophysiological process	neurophysiological_process
http://data.loterre.fr/ark:/67375/p66-wj06b2zs-0.0	cognitive process	cognitive process	cognitive process	cognitive_process
http://data.loterre.fr/ark:/67375/p66-zsmr5965-w.0	emotion process	emotion process	emotion process	emotion_process
http://data.loterre.fr/ark:/67375/p66-zsmr5965-w.1	emotional process	emotional process	emotion process	emotion_process
http://data.loterre.fr/ark:/67375/p66-zsmr5965-w.2	emotional state	emotional state	emotion process	emotion_process
http://data.loterre.fr/ark:/67375/p66-rqwf016q-4.0	memory phenomenon	memory phenomenon	memory phenomenon	memory_phenomenon
http://data.loterre.fr/ark:/67375/p66-rqwf016q-4.1	memory effect	memory effect	memory phenomenon	memory_phenomenon
http://data.loterre.fr/ark:/67375/p66-rqwf016q-4.2	mnesic phenomenon	mnesic phenomenon	memory phenomenon	memory_phenomenon
http://data.loterre.fr/ark:/67375/p66-wn2mnb4d-f.0	metamemory phenomenon	metamemory phenomenon	metamemory phenomenon	metamemory_phenomenon
http://data.loterre.fr/ark:/67375/p66-wn2mnb4d-f.1	metamnesic phenomenon	metamnesic phenomenon	metamemory phenomenon	metamemory_phenomenon
http://data.loterre.fr/ark:/67375/p66-wpqbvf2t-w.0	learning phenomenon	learning phenomenon	learning phenomenon	learning_phenomenon
http://data.loterre.fr/ark:/67375/p66-wx8v5k34-1.0	attention phenomenon	attention phenomenon	attention phenomenon	attention_phenomenon
http://data.loterre.fr/ark:/67375/p66-wx8v5k34-1.1	attentional phenomenon	attentional phenomenon	attention phenomenon	attention_phenomenon
http://data.loterre.fr/ark:/67375/p66-h4ft93q9-1.0	format	format	format	format
http://data.loterre.fr/ark:/67375/p66-j0bwmkt5-v.0	theoretical entity	theoretical entity	theoretical entity	theoretical_entity
http://data.loterre.fr/ark:/67375/p66-ncpxf8kn-9.0	mathematical function	mathematical function	mathematical function	mathematical_function
http://data.loterre.fr/ark:/67375/p66-rm7wh4hs-j.0	algorithm	algorithm	algorithm	algorithm
http://data.loterre.fr/ark:/67375/p66-t1j15dpm-t.0	graph	graph	graph	graph
http://data.loterre.fr/ark:/67375/p66-t1j15dpm-t.1	figure	figure	graph	graph
http://data.loterre.fr/ark:/67375/p66-w7jrb81f-0.0	software	software	software	software
http://data.loterre.fr/ark:/67375/p66-w7jrb81f-0.1	computer program	computer program	software	software
http://data.loterre.fr/ark:/67375/p66-xm9k9xl8-s.0	measure	measure	measure	measure
http://data.loterre.fr/ark:/67375/p66-xm9k9xl8-s.1	measurement	measurement	measure	measure
http://data.loterre.fr/ark:/67375/p66-zdxxppfz-r.0	cue	cue	cue	cue
http://data.loterre.fr/ark:/67375/p66-zdxxppfz-r.1	contextual reminder	contextual reminder	cue	cue
http://data.loterre.fr/ark:/67375/p66-zdxxppfz-r.2	memory cue	memory cue	cue	cue
http://data.loterre.fr/ark:/67375/p66-b2kf0pfr-8.0	cognitive disorder	cognitive disorder	cognitive disorder	cognitive_disorder
http://data.loterre.fr/ark:/67375/p66-b2kf0pfr-8.1	cognitive dysfunction	cognitive dysfunction	cognitive disorder	cognitive_disorder
http://data.loterre.fr/ark:/67375/p66-b2kf0pfr-8.2	cognitive dysfunctioning	cognitive dysfunctioning	cognitive disorder	cognitive_disorder
http://data.loterre.fr/ark:/67375/p66-b2kf0pfr-8.3	cognitive impairment	cognitive impairment	cognitive disorder	cognitive_disorder
http://data.loterre.fr/ark:/67375/p66-gkhvf60l-q.0	cognition	cognition	cognition	cognition
http://data.loterre.fr/ark:/67375/p66-gkhvf60l-q.1	cognitive ability	cognitive ability	cognition	cognition
http://data.loterre.fr/ark:/67375/p66-gkhvf60l-q.2	cognitive capability	cognitive capability	cognition	cognition
http://data.loterre.fr/ark:/67375/p66-gkhvf60l-q.3	cognitive disposition	cognitive disposition	cognition	cognition
http://data.loterre.fr/ark:/67375/p66-msjwrprn-5.0	affordance	affordance	affordance	affordance
http://data.loterre.fr/ark:/67375/p66-b5nb9g8j-f.0	study method	study method	study method	study_method
http://data.loterre.fr/ark:/67375/p66-bm3dgwc3-l.0	scientific law	scientific law	scientific law	scientific_law
http://data.loterre.fr/ark:/67375/p66-bm3dgwc3-l.1	law of nature	law of nature	scientific law	scientific_law
http://data.loterre.fr/ark:/67375/p66-bzbrk6x8-1.0	study method of memory	study method of memory	study method of memory	study_method_of_memory
http://data.loterre.fr/ark:/67375/p66-d5hx1zr6-w.0	child development	child development	child development	child_development
http://data.loterre.fr/ark:/67375/p66-jt2ddssz-4.0	theory	theory	theory	theory
http://data.loterre.fr/ark:/67375/p66-jt2ddssz-4.1	theoretical framework	theoretical framework	theory	theory
http://data.loterre.fr/ark:/67375/p66-n7xgnqgg-j.0	principle	principle	principle	principle
http://data.loterre.fr/ark:/67375/p66-qn84v90n-v.0	non-computational model	non-computational model	non-computational model	non_computational_model
http://data.loterre.fr/ark:/67375/p66-qn84v90n-v.1	conceptual model	conceptual model	non-computational model	non_computational_model
http://data.loterre.fr/ark:/67375/p66-qn84v90n-v.2	graphical model	graphical model	non-computational model	non_computational_model
http://data.loterre.fr/ark:/67375/p66-qn84v90n-v.3	verbal model	verbal model	non-computational model	non_computational_model
http://data.loterre.fr/ark:/67375/p66-s3zkgv8v-h.0	infant development	infant development	infant development	infant_development
http://data.loterre.fr/ark:/67375/p66-xjkphb5x-m.0	model	model	model	model
http://data.loterre.fr/ark:/67375/p66-c25bh10l-t.0	memory strength	memory strength	memory strength	memory_strength
http://data.loterre.fr/ark:/67375/p66-hj05dkhc-2.0	memory organization	memory organization	memory organization	memory_organization
http://data.loterre.fr/ark:/67375/p66-hj05dkhc-2.1	memory structuration	memory structuration	memory organization	memory_organization
http://data.loterre.fr/ark:/67375/p66-hj05dkhc-2.2	memory structure	memory structure	memory organization	memory_organization
http://data.loterre.fr/ark:/67375/p66-jjm51q6h-4.0	emotional arousal	emotional arousal	emotional arousal	emotional_arousal
http://data.loterre.fr/ark:/67375/p66-n32kdclv-n.0	mnemicity	mnemicity	mnemicity	mnemicity
http://data.loterre.fr/ark:/67375/p66-qzxrzm22-5.0	phenomenological characteristic of memory	phenomenological characteristic of memory	phenomenological characteristic of memory	phenomenological_characteristic_of_memory
http://data.loterre.fr/ark:/67375/p66-qzxrzm22-5.1	memory phenomenology	memory phenomenology	phenomenological characteristic of memory	phenomenological_characteristic_of_memory
http://data.loterre.fr/ark:/67375/p66-qzxrzm22-5.2	phenomenal characteristic	phenomenal characteristic	phenomenological characteristic of memory	phenomenological_characteristic_of_memory
http://data.loterre.fr/ark:/67375/p66-sz2c9mgv-w.0	typicality	typicality	typicality	typicality
http://data.loterre.fr/ark:/67375/p66-vnb6nl0w-4.0	cognitive economy	cognitive economy	cognitive economy	cognitive_economy
http://data.loterre.fr/ark:/67375/p66-w3jq1bql-q.0	basic level	basic level	basic level	basic_level
http://data.loterre.fr/ark:/67375/p66-xnm1m2tz-f.0	episodicity	episodicity	episodicity	episodicity
http://data.loterre.fr/ark:/67375/p66-gqfqtfdx-6.0	stimulus	stimulus	stimulus	stimulus
http://data.loterre.fr/ark:/67375/p66-c4brzdkh-w.0	anatomical entity	anatomical entity	anatomical entity	anatomical_entity
http://data.loterre.fr/ark:/67375/p66-fqgw05dr-t.0	neurotrophin	neurotrophin	neurotrophin	neurotrophin
http://data.loterre.fr/ark:/67375/p66-lv1843bv-1.0	transcription factor	transcription factor	transcription factor	transcription_factor
http://data.loterre.fr/ark:/67375/p66-pgbj7bwl-1.0	organism	organism	organism	organism
http://data.loterre.fr/ark:/67375/p66-qc6m3nl9-p.0	neurotransmitter	neurotransmitter	neurotransmitter	neurotransmitter
http://data.loterre.fr/ark:/67375/p66-xbnr5kzl-g.0	gene	gene	gene	gene
http://data.loterre.fr/ark:/67375/p66-z74l57kc-c.0	enzyme	enzyme	enzyme	enzyme
http://data.loterre.fr/ark:/67375/p66-gfbtwtd0-z.0	cognitive training	cognitive training	cognitive training	cognitive_training
http://data.loterre.fr/ark:/67375/p66-gfbtwtd0-z.1	cognitive intervention	cognitive intervention	cognitive training	cognitive_training
http://data.loterre.fr/ark:/67375/p66-gpw1t35t-9.0	treatment	treatment	treatment	treatment
http://data.loterre.fr/ark:/67375/p66-gpw1t35t-9.1	therapeutic intervention	therapeutic intervention	treatment	treatment
http://data.loterre.fr/ark:/67375/p66-gpw1t35t-9.2	therapy	therapy	treatment	treatment
http://data.loterre.fr/ark:/67375/p66-clclwd1z-x.0	event-related potentials	event-related potentials	event-related potentials	event_related_potentials
http://data.loterre.fr/ark:/67375/p66-clclwd1z-x.1	erp	erp	event-related potentials	event_related_potentials
http://data.loterre.fr/ark:/67375/p66-cskh7sgr-1.0	eye movement	eye movement	eye movement	eye_movement
http://data.loterre.fr/ark:/67375/p66-f2hg9rzp-d.0	theta rhythm	theta rhythm	theta rhythm	theta_rhythm
http://data.loterre.fr/ark:/67375/p66-f2hg9rzp-d.1	theta frequency	theta frequency	theta rhythm	theta_rhythm
http://data.loterre.fr/ark:/67375/p66-f2hg9rzp-d.2	theta oscillation	theta oscillation	theta rhythm	theta_rhythm
http://data.loterre.fr/ark:/67375/p66-f2hg9rzp-d.3	theta power	theta power	theta rhythm	theta_rhythm
http://data.loterre.fr/ark:/67375/p66-f2hg9rzp-d.4	theta wave	theta wave	theta rhythm	theta_rhythm
http://data.loterre.fr/ark:/67375/p66-g8m0rp77-f.0	long-term depression	long-term depression	long-term depression	long_term_depression
http://data.loterre.fr/ark:/67375/p66-knlr6w4s-h.0	gamma rhythm	gamma rhythm	gamma rhythm	gamma_rhythm
http://data.loterre.fr/ark:/67375/p66-knlr6w4s-h.1	gamma activity	gamma activity	gamma rhythm	gamma_rhythm
http://data.loterre.fr/ark:/67375/p66-knlr6w4s-h.2	gamma frequency	gamma frequency	gamma rhythm	gamma_rhythm
http://data.loterre.fr/ark:/67375/p66-knlr6w4s-h.3	gamma oscillation	gamma oscillation	gamma rhythm	gamma_rhythm
http://data.loterre.fr/ark:/67375/p66-knlr6w4s-h.4	gamma wave	gamma wave	gamma rhythm	gamma_rhythm
http://data.loterre.fr/ark:/67375/p66-m5zf8z68-8.0	replay	replay	replay	replay
http://data.loterre.fr/ark:/67375/p66-m5zf8z68-8.1	neuronal replay	neuronal replay	replay	replay
http://data.loterre.fr/ark:/67375/p66-ng7qtm2n-0.0	long-term potentiation	long-term potentiation	long-term potentiation	long_term_potentiation
http://data.loterre.fr/ark:/67375/p66-ng7qtm2n-0.1	ltp	ltp	long-term potentiation	long_term_potentiation
http://data.loterre.fr/ark:/67375/p66-ng7qtm2n-0.2	long-term synaptic potentiation	long-term synaptic potentiation	long-term potentiation	long_term_potentiation
http://data.loterre.fr/ark:/67375/p66-njbbzzkl-g.0	alpha rhythm	alpha rhythm	alpha rhythm	alpha_rhythm
http://data.loterre.fr/ark:/67375/p66-njbbzzkl-g.1	alpha frequency	alpha frequency	alpha rhythm	alpha_rhythm
http://data.loterre.fr/ark:/67375/p66-njbbzzkl-g.2	alpha oscillation	alpha oscillation	alpha rhythm	alpha_rhythm
http://data.loterre.fr/ark:/67375/p66-njbbzzkl-g.3	alpha power	alpha power	alpha rhythm	alpha_rhythm
http://data.loterre.fr/ark:/67375/p66-njbbzzkl-g.4	alpha wave	alpha wave	alpha rhythm	alpha_rhythm
http://data.loterre.fr/ark:/67375/p66-r1x014pq-c.0	rest	rest	sleep	sleep
http://data.loterre.fr/ark:/67375/p66-s1wg2q31-4.0	sharp wave ripple	sharp wave ripple	sharp wave ripple	sharp_wave_ripple
http://data.loterre.fr/ark:/67375/p66-s1wg2q31-4.1	spw-r	spw-r	sharp wave ripple	sharp_wave_ripple
http://data.loterre.fr/ark:/67375/p66-s1wg2q31-4.2	swr	swr	sharp wave ripple	sharp_wave_ripple
http://data.loterre.fr/ark:/67375/p66-s8snq76j-4.0	beta rhythm	beta rhythm	beta rhythm	beta_rhythm
http://data.loterre.fr/ark:/67375/p66-s8snq76j-4.1	beta oscillation	beta oscillation	beta rhythm	beta_rhythm
http://data.loterre.fr/ark:/67375/p66-s8snq76j-4.2	beta power	beta power	beta rhythm	beta_rhythm
http://data.loterre.fr/ark:/67375/p66-s8snq76j-4.3	beta wave	beta wave	beta rhythm	beta_rhythm
http://data.loterre.fr/ark:/67375/p66-d7hz1zfn-k.0	memory process	memory process	memory process	memory_process
http://data.loterre.fr/ark:/67375/p66-ffdhw6fd-f.0	mental imagery	mental imagery	mental imagery	mental_imagery
http://data.loterre.fr/ark:/67375/p66-ffdhw6fd-f.1	imagination	imagination	mental imagery	mental_imagery
http://data.loterre.fr/ark:/67375/p66-ffdhw6fd-f.2	mental image	mental image	mental imagery	mental_imagery
http://data.loterre.fr/ark:/67375/p66-gj6v9sl7-z.0	metamemory process	metamemory process	metamemory process	metamemory_process
http://data.loterre.fr/ark:/67375/p66-t08v3ltm-3.0	learning process	learning process	learning process	learning_process
http://data.loterre.fr/ark:/67375/p66-whjdvjpl-b.0	attentional process	attentional process	attentional process	attentional_process
http://data.loterre.fr/ark:/67375/p66-wvbvblhw-2.0	perceptual process	perceptual process	perceptual process	perceptual_process
http://data.loterre.fr/ark:/67375/p66-ztrsj6kf-f.0	executive functions	executive functions	executive functions	executive_functions
http://data.loterre.fr/ark:/67375/p66-jjv6gswp-1.0	stress	stress	stress	stress
http://data.loterre.fr/ark:/67375/p66-jjv6gswp-1.1	stressful event	stressful event	stress	stress
http://data.loterre.fr/ark:/67375/p66-c5zpf04j-r.0	emotional false memory paradigm	emotional false memory paradigm	emotional false memory paradigm	emotional_false_memory_paradigm
http://data.loterre.fr/ark:/67375/p66-j6p7bvwc-2.0	emotion	emotion	emotion	emotion
http://data.loterre.fr/ark:/67375/p66-nzg0q0jg-4.0	emotional memory	emotional memory	emotional memory	emotional_memory
http://data.loterre.fr/ark:/67375/p66-x4zvd1jp-3.0	emotional consolidation	emotional consolidation	emotional consolidation	emotional_consolidation
http://data.loterre.fr/ark:/67375/p66-b4zr1fpb-w.0	prototype effect	prototype effect	prototype effect	prototype_effect
http://data.loterre.fr/ark:/67375/p66-b4zr1fpb-w.1	prototype-enhancement effect	prototype-enhancement effect	prototype effect	prototype_effect
http://data.loterre.fr/ark:/67375/p66-bhv1krrr-0.0	false fame effect	false fame effect	false fame effect	false_fame_effect
http://data.loterre.fr/ark:/67375/p66-bmlvxx1z-3.0	tunnel memory	tunnel memory	tunnel memory	tunnel_memory
http://data.loterre.fr/ark:/67375/p66-bsclnfbp-9.0	fan effect	fan effect	fan effect	fan_effect
http://data.loterre.fr/ark:/67375/p66-bsclnfbp-9.1	facts number	facts number	fan effect	fan_effect
http://data.loterre.fr/ark:/67375/p66-bsgc0r9h-h.0	modality effect	modality effect	modality effect	modality_effect
http://data.loterre.fr/ark:/67375/p66-bt03zsl3-1.0	context-dependent recognition	context-dependent recognition	context-dependent recognition	context_dependent_recognition
http://data.loterre.fr/ark:/67375/p66-bv4m6kgz-d.0	list-length effect	list-length effect	list-length effect	list_length_effect
http://data.loterre.fr/ark:/67375/p66-c75jd9k2-r.0	group-reference effect	group-reference effect	group-reference effect	group_reference_effect
http://data.loterre.fr/ark:/67375/p66-cl66pl13-3.0	hindsight bias	hindsight bias	hindsight bias	hindsight_bias
http://data.loterre.fr/ark:/67375/p66-cl66pl13-3.1	knew-it-all-along effect	knew-it-all-along effect	hindsight bias	hindsight_bias
http://data.loterre.fr/ark:/67375/p66-cq0lm3np-8.0	language familiarity effect	language familiarity effect	language familiarity effect	language_familiarity_effect
http://data.loterre.fr/ark:/67375/p66-cs5vg507-4.0	conjunction illusion	conjunction illusion	conjunction illusion	conjunction_illusion
http://data.loterre.fr/ark:/67375/p66-cs5vg507-4.1	impossible conjunction	impossible conjunction	conjunction illusion	conjunction_illusion
http://data.loterre.fr/ark:/67375/p66-cs5vg507-4.2	memory conjunction illusion	memory conjunction illusion	conjunction illusion	conjunction_illusion
http://data.loterre.fr/ark:/67375/p66-d0gcb58l-l.0	intention superiority effect	intention superiority effect	intention superiority effect	intention_superiority_effect
http://data.loterre.fr/ark:/67375/p66-d1vkhdqg-3.0	subsequent memory effect	subsequent memory effect	subsequent memory effect	subsequent_memory_effect
http://data.loterre.fr/ark:/67375/p66-d1vkhdqg-3.1	dm effect	dm effect	subsequent memory effect	subsequent_memory_effect
http://data.loterre.fr/ark:/67375/p66-d1vkhdqg-3.2	difference due to memory	difference due to memory	subsequent memory effect	subsequent_memory_effect
http://data.loterre.fr/ark:/67375/p66-d516ftk4-t.0	cue depreciation effect	cue depreciation effect	cue depreciation effect	cue_depreciation_effect
http://data.loterre.fr/ark:/67375/p66-dbtdmrdp-b.0	revelation effect	revelation effect	revelation effect	revelation_effect
http://data.loterre.fr/ark:/67375/p66-dhflrltz-3.0	memory narrowing effect	memory narrowing effect	memory narrowing effect	memory_narrowing_effect
http://data.loterre.fr/ark:/67375/p66-drtm34vv-8.0	post-identification feedback effect	post-identification feedback effect	post-identification feedback effect	post_identification_feedback_effect
http://data.loterre.fr/ark:/67375/p66-ds4gq28n-j.0	memory-guided attention	memory-guided attention	memory-guided attention	memory_guided_attention
http://data.loterre.fr/ark:/67375/p66-f183l26v-f.0	fabrication inflation	fabrication inflation	fabrication inflation	fabrication_inflation
http://data.loterre.fr/ark:/67375/p66-fkdsr7kn-h.0	sleeper effect	sleeper effect	sleeper effect	sleeper_effect
http://data.loterre.fr/ark:/67375/p66-fr9sfwq1-1.0	explanation inflation	explanation inflation	explanation inflation	explanation_inflation
http://data.loterre.fr/ark:/67375/p66-ftp0pm55-0.0	true-false effect	true-false effect	true-false effect	true_false_effect
http://data.loterre.fr/ark:/67375/p66-ftp0pm55-0.1	false-true effect	false-true effect	true-false effect	true_false_effect
http://data.loterre.fr/ark:/67375/p66-fwrdp93q-0.0	insight memory advantage	insight memory advantage	insight memory advantage	insight_memory_advantage
http://data.loterre.fr/ark:/67375/p66-fwrdp93q-0.1	mnemonic effect of insight	mnemonic effect of insight	insight memory advantage	insight_memory_advantage
http://data.loterre.fr/ark:/67375/p66-g1863dqm-7.0	attentional boost effect	attentional boost effect	attentional boost effect	attentional_boost_effect
http://data.loterre.fr/ark:/67375/p66-g1863dqm-7.1	abe	abe	attentional boost effect	attentional_boost_effect
http://data.loterre.fr/ark:/67375/p66-g252jhgq-5.0	irrelevant sound effect	irrelevant sound effect	irrelevant sound effect	irrelevant_sound_effect
http://data.loterre.fr/ark:/67375/p66-g2z956dt-6.0	attentional capture	attentional capture	attentional capture	attentional_capture
http://data.loterre.fr/ark:/67375/p66-ggx8ln2n-2.0	simultaneous learning effect	simultaneous learning effect	simultaneous learning effect	simultaneous_learning_effect
http://data.loterre.fr/ark:/67375/p66-ggx8ln2n-2.1	simultaneous acquisition effect	simultaneous acquisition effect	simultaneous learning effect	simultaneous_learning_effect
http://data.loterre.fr/ark:/67375/p66-ggx8ln2n-2.2	simultaneous acquisition retention phenomenon	simultaneous acquisition retention phenomenon	simultaneous learning effect	simultaneous_learning_effect
http://data.loterre.fr/ark:/67375/p66-gr67bxw0-3.0	inversion effect	inversion effect	inversion effect	inversion_effect
http://data.loterre.fr/ark:/67375/p66-gr67bxw0-3.1	face inversion effect	face inversion effect	inversion effect	inversion_effect
http://data.loterre.fr/ark:/67375/p66-gs7vnjk2-8.0	memory reactivity effect	memory reactivity effect	memory reactivity effect	memory_reactivity_effect
http://data.loterre.fr/ark:/67375/p66-gs7vnjk2-8.1	jol reactivity	jol reactivity	memory reactivity effect	memory_reactivity_effect
http://data.loterre.fr/ark:/67375/p66-gs7vnjk2-8.2	reactive effect	reactive effect	memory reactivity effect	memory_reactivity_effect
http://data.loterre.fr/ark:/67375/p66-gs7vnjk2-8.3	reactivity effect	reactivity effect	memory reactivity effect	memory_reactivity_effect
http://data.loterre.fr/ark:/67375/p66-gv6shzpv-4.0	animacy effect	animacy effect	animacy effect	animacy_effect
http://data.loterre.fr/ark:/67375/p66-gvv59wlp-5.0	calendar effect	calendar effect	calendar effect	calendar_effect
http://data.loterre.fr/ark:/67375/p66-gx6v221p-z.0	choice blindness effect	choice blindness effect	choice blindness effect	choice_blindness_effect
http://data.loterre.fr/ark:/67375/p66-h01md19q-9.0	mediation deficiency	mediation deficiency	mediation deficiency	mediation_deficiency
http://data.loterre.fr/ark:/67375/p66-h3gqkbx5-q.0	perceptual interference effect	perceptual interference effect	perceptual interference effect	perceptual_interference_effect
http://data.loterre.fr/ark:/67375/p66-hbr471v1-p.0	prefix effect	prefix effect	prefix effect	prefix_effect
http://data.loterre.fr/ark:/67375/p66-hhkqbwrm-m.0	saving-enhanced memory effect	saving-enhanced memory effect	saving-enhanced memory effect	saving_enhanced_memory_effect
http://data.loterre.fr/ark:/67375/p66-hhlk9qlk-6.0	production effect	production effect	production effect	production_effect
http://data.loterre.fr/ark:/67375/p66-hhs0l80x-z.0	serial order intrusion	serial order intrusion	serial order intrusion	serial_order_intrusion
http://data.loterre.fr/ark:/67375/p66-hhs0l80x-z.1	protrusion effect	protrusion effect	serial order intrusion	serial_order_intrusion
http://data.loterre.fr/ark:/67375/p66-hj942sk2-m.0	interleaving effect	interleaving effect	interleaving effect	interleaving_effect
http://data.loterre.fr/ark:/67375/p66-hj942sk2-m.1	interleaving benefit	interleaving benefit	interleaving effect	interleaving_effect
http://data.loterre.fr/ark:/67375/p66-hq0w00r3-q.0	fill-in effect	fill-in effect	fill-in effect	fill_in_effect
http://data.loterre.fr/ark:/67375/p66-hq0w00r3-q.1	fill-in error	fill-in error	fill-in effect	fill_in_effect
http://data.loterre.fr/ark:/67375/p66-hsgj0hh7-0.0	inoculation effect	inoculation effect	inoculation effect	inoculation_effect
http://data.loterre.fr/ark:/67375/p66-hvxv47kw-q.0	reproduction processing effect	reproduction processing effect	reproduction processing effect	reproduction_processing_effect
http://data.loterre.fr/ark:/67375/p66-hvzmbzwz-5.0	retroactive enhancement effect	retroactive enhancement effect	retroactive enhancement effect	retroactive_enhancement_effect
http://data.loterre.fr/ark:/67375/p66-j0407bvt-t.0	semantic feature effect	semantic feature effect	semantic feature effect	semantic_feature_effect
http://data.loterre.fr/ark:/67375/p66-j29vw7xv-d.0	geiselman effect	geiselman effect	geiselman effect	geiselman_effect
http://data.loterre.fr/ark:/67375/p66-j4787c73-c.0	utilization deficiency	utilization deficiency	utilization deficiency	utilization_deficiency
http://data.loterre.fr/ark:/67375/p66-j4pvmsmt-f.0	misinformation effect	misinformation effect	misinformation effect	misinformation_effect
http://data.loterre.fr/ark:/67375/p66-j4pvmsmt-f.1	post-event information effect	post-event information effect	misinformation effect	misinformation_effect
http://data.loterre.fr/ark:/67375/p66-jctg18t3-1.0	proust effect	proust effect	proust effect	proust_effect
http://data.loterre.fr/ark:/67375/p66-jctg18t3-1.1	proust phenomenon	proust phenomenon	proust effect	proust_effect
http://data.loterre.fr/ark:/67375/p66-jfllcgxm-t.0	prime-task effect	prime-task effect	prime-task effect	prime_task_effect
http://data.loterre.fr/ark:/67375/p66-jjd2vtf4-h.0	enactment effect	enactment effect	enactment effect	enactment_effect
http://data.loterre.fr/ark:/67375/p66-jqq32jjq-q.0	state-dependent memory	state-dependent memory	state-dependent memory	state_dependent_memory
http://data.loterre.fr/ark:/67375/p66-jqq32jjq-q.1	state-dependent learning	state-dependent learning	state-dependent memory	state_dependent_memory
http://data.loterre.fr/ark:/67375/p66-jqq32jjq-q.2	state-dependent retrieval	state-dependent retrieval	state-dependent memory	state_dependent_memory
http://data.loterre.fr/ark:/67375/p66-jrbpv6bn-2.0	forgetting	forgetting	forgetting	forgetting
http://data.loterre.fr/ark:/67375/p66-jrbpv6bn-2.1	oblivescence	oblivescence	forgetting	forgetting
http://data.loterre.fr/ark:/67375/p66-jrbpv6bn-2.2	obliviscence	obliviscence	forgetting	forgetting
http://data.loterre.fr/ark:/67375/p66-jrjhz858-d.0	testing effect	testing effect	testing effect	testing_effect
http://data.loterre.fr/ark:/67375/p66-jrjhz858-d.1	retrieval practice effect	retrieval practice effect	testing effect	testing_effect
http://data.loterre.fr/ark:/67375/p66-jrjhz858-d.2	retrieval-based learning	retrieval-based learning	testing effect	testing_effect
http://data.loterre.fr/ark:/67375/p66-jrjhz858-d.3	retrieval-mediated learning	retrieval-mediated learning	testing effect	testing_effect
http://data.loterre.fr/ark:/67375/p66-jrjhz858-d.4	test-enhanced learning	test-enhanced learning	testing effect	testing_effect
http://data.loterre.fr/ark:/67375/p66-jslm8lfp-1.0	sentence superiority effect	sentence superiority effect	sentence superiority effect	sentence_superiority_effect
http://data.loterre.fr/ark:/67375/p66-jslm8lfp-1.1	sentence avantage effect	sentence avantage effect	sentence superiority effect	sentence_superiority_effect
http://data.loterre.fr/ark:/67375/p66-jx046ths-t.0	hypermnesia	hypermnesia	hypermnesia	hypermnesia
http://data.loterre.fr/ark:/67375/p66-k5nfsqxc-h.0	note-taking effect	note-taking effect	note-taking effect	note_taking_effect
http://data.loterre.fr/ark:/67375/p66-k5nfsqxc-h.1	encoding effect	encoding effect	note-taking effect	note_taking_effect
http://data.loterre.fr/ark:/67375/p66-k8b8sfg1-9.0	consistency bias	consistency bias	consistency bias	consistency_bias
http://data.loterre.fr/ark:/67375/p66-k9gx10sg-s.0	clark kent effect	clark kent effect	clark kent effect	clark_kent_effect
http://data.loterre.fr/ark:/67375/p66-kfpl5jd1-1.0	old/new effect	old/new effect	old/new effect	old_new_effect
http://data.loterre.fr/ark:/67375/p66-klv0gzdd-h.0	size congruency effect	size congruency effect	size congruency effect	size_congruency_effect
http://data.loterre.fr/ark:/67375/p66-kmddkxxf-2.0	retro-cue effect	retro-cue effect	retro-cue effect	retro_cue_effect
